Data contains x, y, and sigma_y (estimate)
     0.223279       26.857211      1.60000
     0.547843       20.331691      1.60000
     0.566790       21.507016      1.60000
     0.501470       15.098177      1.60000
     0.944974       24.821554      1.60000
     0.853123       21.838086      1.60000
     0.759773       18.597575      1.60000
     0.319978       22.060243      1.60000
     0.907024       20.913449      1.60000
     0.482762       20.570473      1.60000
     0.599497       32.412242      1.60000
     0.540597       21.428759      1.60000
     0.892695       26.270349      1.60000
    0.0132624       22.060878      1.60000
     0.632991       26.897550      1.60000
     0.247277       13.732926      1.60000
     0.213496       22.891767      1.60000
     0.227052       19.938107      1.60000
     0.295114       18.872784      1.60000
     0.831234       25.339308      1.60000
     0.168493       16.732675      1.60000
     0.119192       19.302624      1.60000
     0.699971       28.327402      1.60000
     0.896169       22.052392      1.60000
    0.0497101       21.487160      1.60000
     0.365228       23.826207      1.60000
     0.137020       23.426753      1.60000
     0.638621       19.564214      1.60000
     0.854026       24.678226      1.60000
     0.548446       21.596690      1.60000
     0.568243       24.316072      1.60000
     0.817190       24.103536      1.60000
     0.869259       20.870303      1.60000
     0.665243       24.449066      1.60000
     0.794120       25.897778      1.60000
     0.622068       18.297219      1.60000
     0.662971       23.502308      1.60000
     0.965007       24.170945      1.60000
     0.591420       24.753423      1.60000
     0.815127       21.966886      1.60000
     0.993908       17.297846      1.60000
     0.380430       20.275389      1.60000
     0.414494       21.470528      1.60000
     0.626615       18.543161      1.60000
    0.0863329       18.604317      1.60000
     0.793414       17.187379      1.60000
    0.0462781       19.878214      1.60000
     0.247053       12.214096      1.60000
    0.0937451       18.246626      1.60000
     0.649417       24.029987      1.60000
     0.325028       22.286987      1.60000
     0.976948       26.387399      1.60000
     0.865946       27.902187      1.60000
     0.985478       24.936985      1.60000
    0.0221034       18.934158      1.60000
     0.663416       18.142422      1.60000
     0.285846       25.351880      1.60000
     0.136114       23.718991      1.60000
     0.638197       23.101233      1.60000
     0.695605       22.251790      1.60000
     0.905142       23.520998      1.60000
     0.193356       19.306724      1.60000
     0.939750       25.315119      1.60000
     0.258875       22.581706      1.60000
     0.734730       26.060311      1.60000
     0.920669       22.722719      1.60000
     0.512255       13.794016      1.60000
     0.911389       23.050644      1.60000
     0.523955       16.088652      1.60000
     0.538280       15.559313      1.60000
     0.245176       27.120787      1.60000
     0.149461       17.775281      1.60000
   0.00632849       21.592744      1.60000
     0.932313       25.708997      1.60000
     0.608314       21.866793      1.60000
     0.315318       22.238926      1.60000
     0.822796       27.855109      1.60000
     0.830275       22.750581      1.60000
     0.108468       21.888288      1.60000
     0.156247       14.508457      1.60000
     0.893678       17.885333      1.60000
     0.661912       27.733683      1.60000
     0.989091       24.542969      1.60000
     0.407063       22.174370      1.60000
     0.666956       25.433298      1.60000
     0.719942       22.300924      1.60000
     0.971306       24.081715      1.60000
    0.0510269       17.659159      1.60000
     0.905797       24.367779      1.60000
     0.743324       15.248487      1.60000
     0.396129       21.860269      1.60000
    0.0381837       21.346315      1.60000
     0.122917       29.053946      1.60000
     0.405696       22.357982      1.60000
     0.789194       16.627529      1.60000
     0.129250       17.986912      1.60000
     0.836668       28.780373      1.60000
     0.613797       21.043249      1.60000
     0.993846       25.470343      1.60000
     0.724470       21.002391      1.60000
